epoch,cumulative_reward,success_rate,mean_loss
0,-190.71453295213672,0.0,0.010352911
1,-116.79955806301665,0.0,0.003257281
2,-120.26791822756743,0.0625,0.0024659403
3,-82.70464170590343,0.0,0.0012494331
4,-91.96596920466608,0.0,0.0014750877
5,-74.98178907640977,0.0,0.0011473186
6,-67.25714682152285,0.125,0.0010169501
7,-60.18883171857527,0.125,0.0009891628
8,-85.8221226042666,0.3125,0.00095932616
9,-80.09073052858098,0.1875,0.0008933291
10,-81.03715442749478,0.125,0.00081940496
11,-67.06891415334046,0.1875,0.00075322005
12,-77.22470093892117,0.0,0.00066038594
13,-70.4025947645793,0.25,0.000565133
14,-61.5194344743242,0.0625,0.0004660617
15,-58.96128100198432,0.25,0.00040516636
16,-67.9744079534698,0.1875,0.00037205507
17,-76.08071029629266,0.0625,0.0003322834
18,-81.20179920361359,0.0,0.00029586098
19,-70.31812724537986,0.0625,0.0002671551
20,-60.716260935113134,0.25,0.00028265157
21,-67.13760878672383,0.0625,0.00026310634
22,-69.30581100806957,0.125,0.00025551362
23,-61.06672543409152,0.1875,0.00023857302
24,-72.00519940819824,0.0625,0.00022565198
25,-53.585706489970676,0.1875,0.00024528493
26,-53.57441530230883,0.1875,0.00021396772
27,-62.7840732200452,0.1875,0.00020639924
28,-57.95328256803557,0.0,0.00021399392
29,-50.00993984654381,0.125,0.00020130584
30,-59.27502375234729,0.125,0.00018631745
31,-49.075402440710164,0.125,0.00018008874
32,-55.476171015451406,0.125,0.00018568111
33,-51.72189919160656,0.1875,0.00017975231
34,-49.08067972789316,0.125,0.00018579893
35,-50.53077506457655,0.125,0.00017198839
36,-67.27525820063047,0.125,0.00016255723
37,-59.487218234207155,0.0,0.00016808652
38,-50.51015154412458,0.0625,0.00017812436
39,-50.62763746396514,0.0625,0.00016781838
40,-56.07171466850775,0.125,0.00015804214
41,-44.81473316042613,0.125,0.00016923128
42,-41.22358033304357,0.0625,0.00016022928
43,-57.170630408755,0.125,0.0001560752
44,-50.173684732556865,0.125,0.00015316569
45,-47.99393066857962,0.0,0.0001552036
46,-53.606546460884644,0.0,0.00014886263
47,-49.65939145283008,0.125,0.0001525766
48,-44.48417683337049,0.3125,0.00014839241
49,-40.62094338891918,0.125,0.00015310718
50,-35.49548372261338,0.1875,0.000153584
51,-43.66284261444782,0.25,0.00015102097
52,-46.962396540382166,0.0,0.00014884258
53,-42.08176626061911,0.0625,0.00016374313
54,-48.97528835577259,0.125,0.00015507708
55,-43.313346116424434,0.0625,0.00016140426
56,-45.7391396246064,0.1875,0.00016082871
57,-46.29336389994616,0.0,0.00015214118
58,-44.71090397286857,0.0,0.00017481297
59,-36.78016301566639,0.125,0.0001600674
60,-37.52749547159281,0.25,0.00015206596
61,-45.99507878305891,0.3125,0.00015451438
62,-35.766343149059814,0.25,0.00015854993
63,-40.25198550574872,0.25,0.00015887173
64,-29.763355706900438,0.4375,0.0001599006
65,-44.60211754956292,0.1875,0.00016917796
66,-38.81211900705501,0.0625,0.00015158298
67,-39.42324412943224,0.125,0.00015979842
68,-46.56711947976349,0.25,0.00016749876
69,-45.16079832282355,0.25,0.00016794201
70,-34.483450893553176,0.0625,0.00019413531
71,-38.20580360096222,0.0625,0.00016721823
72,-38.90400707879538,0.375,0.00018447722
73,-39.482418219969205,0.375,0.00017759038
74,-38.28989170303819,0.1875,0.00018831049
75,-31.626557302338405,0.4375,0.00019336883
76,-42.382843390386846,0.375,0.00019876011
77,-35.6605778547285,0.3125,0.00021091083
78,-39.81379978628536,0.25,0.00020072554
79,-43.54499836911145,0.3125,0.00020854811
80,-39.820746313145335,0.5625,0.00021649459
81,-36.03792766185314,0.3125,0.0002138163
82,-29.66385075047254,0.125,0.0002136647
83,-46.611757429830654,0.25,0.00023430419
84,-39.488964658481045,0.0625,0.00024756198
85,-31.240879741772314,0.4375,0.00022237367
86,-24.032916866858947,0.3125,0.00023307084
87,-32.174136280538484,0.125,0.00023496865
88,-40.274460698582544,0.0625,0.00024014486
89,-37.61386969769037,0.1875,0.00024561054
90,-38.864678475369956,0.1875,0.00026225983
91,-31.791108744662647,0.1875,0.00024661608
92,-36.1305608041755,0.375,0.00025288964
93,-38.147578696090974,0.1875,0.00026227982
94,-29.646383168707647,0.125,0.00025802484
95,-36.17680202018093,0.3125,0.00029906098
96,-39.13846097305983,0.1875,0.00024388086
97,-36.280143302739276,0.1875,0.0002798647
98,-38.423358120116376,0.25,0.00026788036
99,-37.31716821806171,0.3125,0.00027149054
100,-31.285737182239547,0.3125,0.00028066922
101,-37.28434296695708,0.25,0.00028815985
102,-33.24060355611865,0.375,0.0002868417
103,-44.731381766989244,0.125,0.00032525323
104,-43.001496722231906,0.1875,0.00030064868
105,-34.48378407629142,0.125,0.00030882278
106,-33.712683188035065,0.1875,0.00030518376
107,-29.002941595259944,0.1875,0.00028816285
108,-33.910221879306164,0.25,0.00027247574
109,-43.06513727062306,0.125,0.0002983829
110,-33.35166668009421,0.125,0.00032972606
111,-40.95376034259151,0.0625,0.00031322008
112,-41.50438964645444,0.0625,0.00032934413
113,-34.82663931394902,0.1875,0.00027970495
114,-30.53685447796108,0.125,0.00031349194
115,-40.35865596424809,0.125,0.00030276476
116,-37.061683269765986,0.1875,0.00030192875
117,-38.418456815205936,0.1875,0.00031342154
118,-33.24797256807874,0.375,0.00031099995
119,-36.05668936723997,0.25,0.00031075688
120,-32.70115568033496,0.25,0.0003072926
121,-36.781221351063344,0.0,0.00030079886
122,-39.71799857331961,0.25,0.00031857993
123,-32.88007716491444,0.1875,0.0003192445
124,-38.19339541773899,0.125,0.00033567732
125,-34.455061664071756,0.125,0.00040551258
126,-36.36338001150389,0.125,0.00029799851
127,-39.516188282456596,0.125,0.00034126625
128,-32.7649078485945,0.25,0.00032248843
129,-36.149268784539075,0.1875,0.00030429283
130,-33.148243401510534,0.125,0.0003426803
131,-33.51935896036984,0.25,0.00035151065
132,-39.07643250309081,0.125,0.00035831222
133,-37.90753728983752,0.0625,0.00035417004
134,-49.04467601090709,0.0,0.00030589406
135,-43.03310686809085,0.0625,0.00031194775
136,-39.240320025839665,0.0625,0.00031460158
137,-37.91585990278956,0.125,0.0003248257
138,-33.894248615382836,0.1875,0.0003477367
139,-36.732109387771736,0.25,0.0003254699
140,-35.13017760099539,0.0625,0.0003415777
141,-28.917634746802555,0.5,0.00032822904
142,-29.121084645857547,0.1875,0.00033931137
143,-37.51172384550326,0.125,0.00035699768
144,-40.08821243967852,0.25,0.0003232539
145,-39.08971163011626,0.375,0.00033089975
146,-33.81349025931842,0.1875,0.00034723722
147,-41.77606393458328,0.125,0.00036637782
148,-41.348688512617684,0.125,0.00035417656
149,-45.29478006142174,0.0625,0.00035856222
