iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_test_acc_pre_optim,task_test_acc_post_optim
3120,0.12,0.59200007,0.22400002,0.568
3130,0.22399999,0.55200005,0.22399999,0.55200005
3140,0.15200001,0.60800004,0.176,0.60800004
3150,0.184,0.568,0.176,0.56
3160,0.2,0.6,0.18400002,0.60800004
3170,0.176,0.584,0.192,0.6
3180,0.2,0.624,0.184,0.55200005
3190,0.23200001,0.57600003,0.152,0.57600003
3200,0.208,0.584,0.208,0.56
3210,0.216,0.48,0.2,0.60800004
3220,0.176,0.496,0.24,0.616
3230,0.248,0.584,0.192,0.592
3240,0.20799999,0.584,0.18400002,0.528
3250,0.20799999,0.56,0.12,0.56
3260,0.2,0.576,0.24800001,0.552
3270,0.184,0.52800006,0.16,0.60800004
3280,0.20799999,0.52,0.192,0.624
3290,0.192,0.584,0.21599999,0.66400003
3300,0.24,0.60800004,0.168,0.648
3310,0.192,0.552,0.22400002,0.568
3320,0.216,0.608,0.248,0.56000006
3330,0.18400002,0.632,0.22399999,0.52800006
3340,0.216,0.64,0.2,0.552
3350,0.22400002,0.60800004,0.111999996,0.64
3360,0.2,0.59200007,0.272,0.672
3370,0.24,0.624,0.2,0.632
3380,0.176,0.60800004,0.184,0.6
3390,0.18400002,0.624,0.21599999,0.648
3400,0.24,0.65599996,0.136,0.584
3410,0.216,0.632,0.216,0.59199995
3420,0.18400002,0.59199995,0.21600002,0.6
3430,0.208,0.624,0.12,0.648
3440,0.21600002,0.59200007,0.216,0.60800004
3450,0.216,0.544,0.216,0.60800004
3460,0.15200001,0.576,0.18400002,0.59200007
3470,0.26400003,0.56,0.168,0.6240001
3480,0.216,0.57600003,0.296,0.67200005
3490,0.192,0.648,0.2,0.648
3500,0.192,0.64,0.216,0.6
3510,0.176,0.632,0.2,0.60800004
3520,0.208,0.624,0.22400002,0.648
3530,0.248,0.52800006,0.2,0.568
3540,0.192,0.65599996,0.168,0.6240001
3550,0.184,0.576,0.208,0.568
3560,0.184,0.64,0.192,0.624
3570,0.2,0.616,0.192,0.6
3580,0.192,0.616,0.22399999,0.632
3590,0.20799999,0.57600003,0.216,0.648
3600,0.232,0.632,0.23200001,0.56799996
3610,0.192,0.61600006,0.23200001,0.6
3620,0.176,0.5840001,0.24,0.60800004
3630,0.168,0.544,0.176,0.552
3640,0.216,0.632,0.16,0.64
3650,0.23200001,0.568,0.192,0.6240001
3660,0.2,0.64,0.256,0.61600006
3670,0.16,0.54399997,0.192,0.688
3680,0.2,0.57600003,0.16,0.63199997
3690,0.192,0.576,0.192,0.65599996
3700,0.272,0.648,0.18400002,0.66400003
3710,0.12,0.632,0.168,0.576
3720,0.2,0.688,0.20799999,0.63199997
3730,0.192,0.59199995,0.25599998,0.64
3740,0.16,0.57600003,0.216,0.568
3750,0.24,0.64,0.23200001,0.584
3760,0.12,0.66400003,0.256,0.616
3770,0.168,0.616,0.2,0.648
3780,0.21600002,0.648,0.216,0.648
3790,0.24800001,0.704,0.15200001,0.624
3800,0.16800001,0.56,0.20799999,0.624
3810,0.192,0.552,0.25599998,0.624
3820,0.14400001,0.576,0.18400002,0.488
3830,0.216,0.624,0.20799999,0.68
3840,0.22399999,0.536,0.23200001,0.624
3850,0.256,0.59200007,0.22399999,0.568
3860,0.21599999,0.568,0.23200001,0.688
3870,0.22399999,0.584,0.22399999,0.68
3880,0.2,0.584,0.192,0.616
3890,0.23200001,0.60800004,0.216,0.57600003
3900,0.22400002,0.63199997,0.16800001,0.59200007
3910,0.248,0.616,0.2,0.56
3920,0.20799999,0.592,0.192,0.55200005
3930,0.256,0.616,0.192,0.6
3940,0.22400002,0.6560001,0.216,0.57600003
3950,0.20799999,0.576,0.28,0.59199995
3960,0.16,0.584,0.272,0.72
3970,0.192,0.67200005,0.24,0.6
3980,0.20799999,0.64,0.16800001,0.64
3990,0.144,0.57600003,0.192,0.624
4000,0.14400001,0.6,0.272,0.648
4010,0.2,0.67200005,0.216,0.66400003
4020,0.20799999,0.6,0.16800001,0.59199995
4030,0.2,0.68,0.16,0.65599996
4040,0.20799999,0.672,0.192,0.60800004
4050,0.28,0.59200007,0.192,0.6560001
4060,0.24,0.624,0.2,0.584
4070,0.192,0.6,0.20799999,0.56
4080,0.28800002,0.6,0.28800002,0.56
4090,0.28800002,0.616,0.24800001,0.60800004
4100,0.20799999,0.56000006,0.152,0.624
4110,0.23200001,0.6,0.24800001,0.584
4120,0.256,0.624,0.2,0.616
4130,0.152,0.584,0.20799999,0.59199995
4140,0.23200001,0.672,0.23200001,0.688
4150,0.176,0.616,0.152,0.552
4160,0.216,0.576,0.216,0.64
4170,0.20799999,0.61600006,0.22399999,0.60800004
