18999,0.19548689,0.20168102,0.99
19099,0.30340445,0.35160676,0.775
19199,0.28918606,0.33851588,0.8
19299,0.18697137,0.19484246,1.0
19399,0.20017794,0.19262362,1.0
19499,0.31591114,0.2397219,0.945
19599,0.20290431,0.246094,0.93
19699,0.23687351,0.20024408,0.995
19799,0.18762818,0.28414094,0.88
19899,0.28407484,0.1901628,1.0
19999,0.21804416,0.35621443,0.76
20099,0.19619724,0.20258173,0.99
20199,0.20908958,0.21374874,0.97
20299,0.45003086,0.2383382,0.935
20399,0.33716205,0.2162879,0.96
20499,0.54711837,0.20723157,0.975
20599,0.28994003,0.20205931,0.985
20699,0.3958906,0.20761545,0.975
20799,0.18944655,0.42690724,0.64
20899,0.19849509,0.2846281,0.855
20999,0.27628255,0.493901,0.54
21099,0.24474013,0.3418873,0.8
21199,0.45687723,0.45655438,0.57
21299,0.40526822,0.26104978,0.91
21399,0.20666936,0.37329766,0.725
21499,0.21903077,0.25652543,0.905
21599,0.34089118,0.2445486,0.93
21699,0.3074284,0.24063711,0.925
21799,0.21931651,0.45039734,0.635
21899,0.34349784,0.2026272,0.99
21999,0.19161966,0.20834242,0.985
22099,0.3409441,0.1923029,1.0
22199,0.304273,0.4130391,0.65
22299,0.23395544,0.2759652,0.89
22399,0.19307017,0.23851293,0.935
22499,0.19202104,0.20071205,0.99
22599,0.18874663,0.21436201,0.965
22699,0.24523361,0.35794058,0.76
22799,0.24128689,0.44493225,0.6
22899,0.20688787,0.1938509,0.99
22999,0.26112247,0.25275704,0.91
23099,0.35560757,0.22368687,0.955
23199,0.19411391,0.19966957,0.99
23299,0.19692138,0.23207825,0.95
23399,0.4590062,0.23656997,0.95
23499,0.18958174,0.31529292,0.83
23599,0.21179989,0.26747626,0.885
23699,0.24136668,0.25484613,0.9
23799,0.40448427,0.19931048,0.99
23899,0.24297565,0.2171272,0.955
23999,0.25657403,0.22252208,0.96
24099,0.19644944,0.21801594,0.975
24199,0.34659377,0.19631313,0.99
24299,0.193846,0.38320532,0.73
24399,0.2420933,0.26456496,0.89
24499,0.232721,0.24080762,0.93
24599,0.21345885,0.38518783,0.715
24699,0.20621364,0.27523553,0.875
24799,0.24396175,0.29972243,0.84
24899,0.1909248,0.20056972,0.98
24999,0.19405028,0.37607384,0.72
