99,0.4592961,0.45593444,0.505
199,0.44740778,0.44770402,0.565
299,0.44485337,0.44651163,0.5
399,0.43439773,0.41621435,0.535
499,0.46392477,0.32834426,0.755
599,0.39146867,0.354199,0.8
699,0.50251544,0.42256346,0.49
799,0.35388505,0.4356226,0.45
899,0.4134344,0.47889078,0.505
999,0.44680068,0.4238092,0.645
1099,0.35853183,0.4267513,0.685
1199,0.42324108,0.41230488,0.48
1299,0.35545883,0.4188796,0.465
1399,0.4619384,0.34837508,0.81
1499,0.4734795,0.38977337,0.655
1599,0.35188815,0.31163204,0.875
1699,0.41365916,0.38058648,0.5
1799,0.44573247,0.37703976,0.755
1899,0.34162903,0.4016422,0.645
1999,0.37566423,0.42909774,0.47
2099,0.40312564,0.20056976,1.0
2199,0.3459539,0.44116282,0.465
2299,0.49365234,0.43497026,0.595
2399,0.20020138,0.28386757,0.885
2499,0.37780863,0.48606128,0.455
2599,0.3900978,0.3702918,0.755
2699,0.4397788,0.36288846,0.495
2799,0.21333212,0.19917522,1.0
2899,0.5332465,0.20474422,1.0
2999,0.36201638,0.4583534,0.475
3099,0.41489792,0.4829345,0.485
3199,0.467066,0.22907153,0.94
3299,0.5338973,0.28406137,0.885
3399,0.22783408,0.33884752,0.5
3499,0.39294532,0.34007362,0.795
3599,0.38912737,0.35761353,0.495
3699,0.4489715,0.44431818,0.55
3799,0.37940335,0.42050362,0.625
3899,0.496457,0.34367007,0.5
3999,0.46113494,0.27771625,0.905
4099,0.5001098,0.34302127,0.5
4199,0.42857176,0.2157911,0.97
4299,0.3574692,0.45047143,0.43
4399,0.39407602,0.2502729,0.94
4499,0.20959991,0.4502606,0.515
4599,0.40877134,0.23764452,0.96
4699,0.22880813,0.4457792,0.465
4799,0.22755474,0.24609901,0.94
4899,0.5154958,0.3543662,0.505
4999,0.2587698,0.38286886,0.73
5099,0.22526534,0.4956402,0.425
5199,0.22281551,0.34031823,0.5
5299,0.31143147,0.5037863,0.415
5399,0.35143036,0.33640945,0.5
5499,0.4286648,0.5419191,0.405
5599,0.21453069,0.37903038,0.5
5699,0.2568454,0.26633793,0.895
5799,0.51526904,0.20687602,0.995
5899,0.46032998,0.51744604,0.505
5999,0.3823706,0.41655716,0.65
6099,0.40708673,0.22141543,0.97
6199,0.34935015,0.42620578,0.55
6299,0.35544747,0.50154227,0.45
6399,0.4843626,0.36611107,0.545
6499,0.27166542,0.3542379,0.57
6599,0.33823276,0.21198063,0.985
6699,0.22193778,0.36783114,0.725
6799,0.3887913,0.49228537,0.46
6899,0.22726698,0.20009619,0.995
6999,0.20122197,0.2320317,0.965
7099,0.54378563,0.27355218,0.905
7199,0.23492135,0.2145716,0.97
7299,0.32202256,0.43975827,0.575
7399,0.24191055,0.29366714,0.85
7499,0.32921284,0.43172702,0.66
7599,0.236702,0.2598663,0.965
7699,0.26831108,0.20152366,0.995
7799,0.330086,0.2459003,0.95
7899,0.4073199,0.233093,0.955
7999,0.48044825,0.22411865,0.955
8099,0.21559252,0.4763564,0.54
8199,0.2818576,0.34738088,0.775
8299,0.22073641,0.33758986,0.8
8399,0.41415143,0.43904138,0.635
8499,0.24629334,0.3838114,0.73
8599,0.34244275,0.46952504,0.525
8699,0.24292286,0.23803681,0.94
8799,0.28241545,0.24101952,0.935
8899,0.21912602,0.2024757,0.995
8999,0.27036053,0.31161368,0.81
9099,0.29452455,0.2630484,0.94
9199,0.19117132,0.25496572,0.915
9299,0.22317475,0.23660235,0.97
9399,0.4213767,0.2760244,0.89
9499,0.21238282,0.41999707,0.63
9599,0.23643151,0.29787692,0.88
9699,0.32583714,0.3523429,0.795
9799,0.50001085,0.30026242,0.87
9899,0.28420338,0.21995066,0.965
9999,0.21835788,0.22269909,0.98
10099,0.36994988,0.3293306,0.82
10199,0.3143208,0.28525454,0.855
10299,0.21512178,0.4647976,0.555
10399,0.20415416,0.4000115,0.685
10499,0.44237435,0.35005248,0.785
10599,0.24430381,0.48690057,0.555
10699,0.41637728,0.31054023,0.835
10799,0.19669458,0.3903679,0.68
10899,0.36059153,0.20198876,0.985
10999,0.24968639,0.33824065,0.79
11099,0.20854554,0.21125942,1.0
11199,0.24387304,0.2671537,0.93
11299,0.5057083,0.31324464,0.815
11399,0.25823408,0.39903024,0.68
11499,0.24376118,0.23745464,0.945
11599,0.21036442,0.48606858,0.575
11699,0.20864588,0.26986548,0.92
11799,0.28188697,0.20744991,0.975
11899,0.2099831,0.31883115,0.795
11999,0.23379803,0.30289087,0.855
12099,0.30432597,0.21014766,0.97
12199,0.30064344,0.23185436,0.98
12299,0.30569082,0.20191634,0.995
12399,0.20609875,0.25278148,0.93
12499,0.23024516,0.24934162,0.92
12599,0.35770473,0.4147694,0.65
12699,0.19064951,0.3095008,0.84
12799,0.4793891,0.3830457,0.69
12899,0.35536394,0.20157064,0.985
12999,0.23696563,0.19630547,1.0
13099,0.27992323,0.21178867,1.0
13199,0.3041554,0.29398006,0.855
13299,0.21817589,0.20254816,0.985
13399,0.25558013,0.48265663,0.535
13499,0.34564868,0.32246792,0.815
13599,0.1957776,0.21034649,0.985
13699,0.39875042,0.31094563,0.83
13799,0.22790255,0.2919611,0.865
13899,0.36299875,0.33465478,0.79
13999,0.32539088,0.28138363,0.875
14099,0.21071474,0.33551326,0.795
14199,0.20112601,0.26453194,0.905
14299,0.2189087,0.34299964,0.78
14399,0.26206058,0.2661644,0.91
14499,0.45528135,0.28209493,0.87
14599,0.51769364,0.21020904,0.975
14699,0.2303688,0.42167544,0.645
14799,0.2969585,0.22024429,0.965
14899,0.21962896,0.31532672,0.815
14999,0.22984077,0.22669254,0.945
15099,0.19166139,0.2170726,0.965
15199,0.30848986,0.27310586,0.885
15299,0.38782746,0.3477332,0.765
15399,0.22270209,0.42096326,0.635
15499,0.5315845,0.26266146,0.895
15599,0.19130969,0.2897301,0.855
15699,0.19369543,0.2656965,0.895
15799,0.19467588,0.2968434,0.865
15899,0.19063231,0.19857626,0.995
15999,0.22606345,0.33036244,0.815
16099,0.2414574,0.27487767,0.91
16199,0.19937468,0.21165214,0.975
16299,0.20845744,0.41316754,0.66
16399,0.2447934,0.24427442,0.92
16499,0.18939637,0.30107808,0.84
16599,0.19118789,0.21049038,0.985
16699,0.21698862,0.29102457,0.86
16799,0.23639293,0.3205094,0.8
16899,0.35807452,0.23018597,0.955
16999,0.24256915,0.21241766,0.965
17099,0.19601111,0.297358,0.835
17199,0.33679897,0.28363317,0.89
17299,0.21483445,0.323629,0.815
17399,0.23838815,0.2930871,0.855
17499,0.28840846,0.3160727,0.81
17599,0.19062859,0.36240047,0.755
17699,0.21278834,0.45881853,0.605
17799,0.3716913,0.28645518,0.865
17899,0.24511859,0.19961663,0.995
17999,0.20405951,0.45320427,0.6
18099,0.19425598,0.23593141,0.96
18199,0.53708553,0.20682289,0.99
18299,0.31756288,0.20723166,0.985
18399,0.21249317,0.4179068,0.65
18499,0.18700886,0.29672265,0.86
18599,0.23883499,0.3025586,0.855
18699,0.38248318,0.25118765,0.91
18799,0.22779265,0.3198599,0.83
18899,0.19111276,0.19077128,1.0
