99,0.9007611,0.914311,0.24
199,0.8503359,0.81721026,0.2225
299,0.81096965,0.8059836,0.2425
399,0.7976404,0.8117751,0.25
499,0.8097616,0.799385,0.2375
599,0.78520447,0.78467554,0.2725
699,0.7676938,0.7664112,0.25
799,0.7641566,0.76800424,0.2775
899,0.76188064,0.7757019,0.1775
999,0.76490736,0.762239,0.2575
1099,0.75940967,0.7674247,0.185
1199,0.75605774,0.7378273,0.445
1299,0.7484159,0.75097746,0.2975
1399,0.7488,0.76496875,0.2225
1499,0.74475104,0.75489926,0.2775
1599,0.75607747,0.7521817,0.37
1699,0.75706005,0.7575127,0.2075
1799,0.77131337,0.75320905,0.2725
1899,0.7432074,0.751212,0.2775
1999,0.7516787,0.75887364,0.2425
2099,0.72793555,0.7671474,0.34
2199,0.7213957,0.7382162,0.3725
2299,0.7209789,0.7483336,0.3225
2399,0.7298198,0.73778045,0.3875
2499,0.73168874,0.7529029,0.2925
2599,0.73541933,0.760625,0.205
2699,0.7223217,0.7420152,0.3675
2799,0.73945475,0.7648009,0.1825
2899,0.7239528,0.7150199,0.555
2999,0.7224557,0.7531248,0.32
3099,0.7695716,0.71244967,0.57
3199,0.71088344,0.7547572,0.26
3299,0.749695,0.7098296,0.52
3399,0.7453961,0.74798465,0.3075
3499,0.7571602,0.71109915,0.5325
3599,0.7249798,0.7322981,0.4775
3699,0.72511965,0.742672,0.3675
3799,0.7589405,0.7245635,0.445
3899,0.7340353,0.72408617,0.43
3999,0.7330138,0.7225582,0.4925
4099,0.7402816,0.7178673,0.485
4199,0.7392242,0.75857633,0.27
4299,0.7502013,0.7211662,0.475
4399,0.74039525,0.7159214,0.5375
4499,0.7379735,0.7416504,0.33
4599,0.6968356,0.735187,0.4125
4699,0.73569816,0.719536,0.56
4799,0.72602415,0.7342246,0.415
4899,0.69781977,0.7388027,0.455
4999,0.7375174,0.7442269,0.2975
5099,0.7049804,0.70428103,0.6425
5199,0.71657485,0.72726256,0.3975
5299,0.7169871,0.73059493,0.39
5399,0.7059147,0.7427368,0.3275
5499,0.7388659,0.7183438,0.5275
5599,0.704449,0.7436329,0.3275
5699,0.710098,0.73096526,0.4225
5799,0.72868013,0.7133422,0.5925
